Row_ID,TP_entities,FP_entities,FN_entities,TP_rel,FP_rel,FN_rel,TP_entity_pairs,FP_entity_pairs,FN_entity_pairs,TP_relation_pairs,FP_relation_pairs,FN_relation_pairs
187,3,0,0,2,0,1,"('12 mexican nationals', 'person'); ('border patrol agents', 'person'); ('smuggling boat', 'means_of_transportation')",,,"('12 mexican nationals', 'border patrol agents'); ('12 mexican nationals', 'smuggling boat')",,"('border patrol agents', 'smuggling boat')"
188,3,1,2,3,2,4,"('female passenger', 'person'); ('male driver', 'person'); ('suv', 'means_of_transportation')","('u.s. citizen', 'person')","('agents', 'person'); ('six illegal aliens', 'person')","('female passenger', 'male driver'); ('female passenger', 'suv'); ('male driver', 'suv')","('female passenger', 'u.s. citizen'); ('male driver', 'u.s. citizen')","('agents', 'female passenger'); ('agents', 'male driver'); ('agents', 'six illegal aliens'); ('six illegal aliens', 'suv')"
189,7,0,0,2,3,5,"('bahamian male', 'person'); ('border patrol agents', 'person'); ('china', 'location'); ('dominican republic', 'location'); ('haiti', 'location'); ('migrants', 'person'); ('palm beach', 'location')",,,"('bahamian male', 'migrants'); ('bahamian male', 'palm beach')","('china', 'dominican republic'); ('china', 'haiti'); ('dominican republic', 'haiti')","('bahamian male', 'border patrol agents'); ('border patrol agents', 'palm beach'); ('china', 'migrants'); ('dominican republic', 'migrants'); ('haiti', 'migrants')"
190,4,2,1,1,7,4,"('customs agents', 'person'); ('st. john', 'location'); ('tortola', 'location'); ('vessel', 'means_of_transportation')","('aliens', 'person'); ('border', 'location')","('four aliens', 'person')","('customs agents', 'vessel')","('aliens', 'customs agents'); ('aliens', 'st. john'); ('aliens', 'tortola'); ('aliens', 'vessel'); ('border', 'st. john'); ('border', 'tortola'); ('st. john', 'tortola')","('customs agents', 'four aliens'); ('four aliens', 'vessel'); ('st. john', 'vessel'); ('tortola', 'vessel')"
191,3,1,1,1,2,3,"('alien smuggler', 'person'); ('canadian police', 'person'); ('united states', 'location')","('middle eastern suspects', 'person')","('five middle eastern suspects', 'person')","('alien smuggler', 'canadian police')","('alien smuggler', 'middle eastern suspects'); ('middle eastern suspects', 'united states')","('alien smuggler', 'five middle eastern suspects'); ('alien smuggler', 'united states'); ('five middle eastern suspects', 'united states')"
192,5,2,2,0,9,8,"('19 people', 'person'); ('britain', 'location'); ('canada', 'location'); ('pakistan', 'location'); ('united states', 'location')","('alleged smuggler', 'person'); ('smuggling organization', 'organization')","('organization', 'organization'); ('smuggler', 'person')",,"('19 people', 'alleged smuggler'); ('19 people', 'smuggling organization'); ('alleged smuggler', 'smuggling organization'); ('britain', 'canada'); ('britain', 'pakistan'); ('britain', 'united states'); ('canada', 'pakistan'); ('canada', 'united states'); ('pakistan', 'united states')","('19 people', 'britain'); ('19 people', 'canada'); ('19 people', 'organization'); ('19 people', 'pakistan'); ('19 people', 'smuggler'); ('19 people', 'united states'); ('organization', 'smuggler'); ('smuggler', 'united states')"
193,0,5,4,0,5,3,,"('alien smuggling', 'smuggled_items'); ('canadian border services agency', 'organization'); ('csis', 'person'); ('police', 'person'); ('rcmp', 'person')","('cbsa', 'organization'); ('csis', 'organization'); ('rcmp', 'organization'); ('suspects', 'person')",,"('canadian border services agency', 'csis'); ('canadian border services agency', 'police'); ('canadian border services agency', 'rcmp'); ('csis', 'police'); ('police', 'rcmp')","('cbsa', 'suspects'); ('csis', 'suspects'); ('rcmp', 'suspects')"
194,4,1,1,0,4,5,"('boat', 'means_of_transportation'); ('border patrol agents', 'person'); ('camp pendleton', 'location'); ('san onofre state beach', 'location')","('illegal aliens', 'person')","('11 illegal aliens', 'person')",,"('boat', 'illegal aliens'); ('border patrol agents', 'camp pendleton'); ('border patrol agents', 'illegal aliens'); ('illegal aliens', 'san onofre state beach')","('11 illegal aliens', 'boat'); ('11 illegal aliens', 'border patrol agents'); ('11 illegal aliens', 'san onofre state beach'); ('border patrol agents', 'san onofre state beach'); ('camp pendleton', 'san onofre state beach')"
195,0,1,3,0,1,3,,"('individual', 'person')","('agents', 'person'); ('group', 'person'); ('smuggler', 'person')",,"('individual', 'smuggling attempt')","('agents', 'group'); ('agents', 'smuggler'); ('group', 'smuggler')"
196,3,0,0,2,0,1,"('18 mexican nationals', 'person'); ('california national guard troops', 'person'); ('san onofre state park', 'location')",,,"('18 mexican nationals', 'california national guard troops'); ('california national guard troops', 'san onofre state park')",,"('18 mexican nationals', 'san onofre state park')"
197,2,1,1,0,2,3,"('border patrol agents', 'person'); ('personal watercraft', 'means_of_transportation')","('mexican nationals', 'person')","('two mexican nationals', 'person')",,"('border patrol agents', 'mexican nationals'); ('mexican nationals', 'personal watercraft')","('border patrol agents', 'personal watercraft'); ('border patrol agents', 'two mexican nationals'); ('personal watercraft', 'two mexican nationals')"
198,2,1,2,2,0,2,"('former captain', 'person'); ('hong kong', 'location')","('south korean police', 'person')","('hijacked ship', 'means_of_transportation'); ('south korean police', 'organization')","('former captain', 'hong kong'); ('former captain', 'south korean police')",,"('former captain', 'hijacked ship'); ('hong kong', 'south korean police')"
199,4,1,1,2,1,3,"('dalian', 'location'); ('kim', 'person'); ('korea', 'location'); ('marine international', 'organization')","('marine', 'location')","('china', 'location')","('dalian', 'kim'); ('kim', 'marine international')","('kim', 'korea')","('china', 'dalian'); ('dalian', 'korea'); ('dalian', 'marine international')"
200,1,1,2,0,3,3,"('mexican drug cartels', 'organization')","('terry godeard', 'person')","('federal government', 'organization'); ('terry goddard', 'person')",,"('drugs', 'mexican drug cartels'); ('humans', 'mexican drug cartels'); ('mexican drug cartels', 'terry godeard')","('federal government', 'mexican drug cartels'); ('federal government', 'terry goddard'); ('mexican drug cartels', 'terry goddard')"
201,1,2,0,0,2,0,"('mcbride', 'person')","('alian smuggling with death resulting', 'smuggled_items'); ('second degree murder', 'smuggled_items')",,,"('alian smuggling with death resulting', 'mcbride'); ('mcbride', 'second degree murder')",
202,2,0,1,1,0,2,"('cuban smuggling ring', 'organization'); ('south florida', 'location')",,"('six members', 'person')","('cuban smuggling ring', 'south florida')",,"('cuban smuggling ring', 'six members'); ('six members', 'south florida')"
203,1,1,2,1,2,2,"('florida', 'location')","('alien smugglers', 'person')","('151 foreign nationals', 'person'); ('twenty-one individuals', 'person')","('151 foreign nationals', 'florida')","('151 foreign nationals', 'alien smugglers'); ('alien smugglers', 'florida')","('151 foreign nationals', 'twenty-one individuals'); ('florida', 'twenty-one individuals')"
204,2,3,2,2,2,2,"('ecuador', 'location'); ('speedboat', 'means_of_transportation')","('coast', 'location'); ('coast guard', 'person'); ('cocaine', 'smuggled_items')","('1,000 kilograms of cocaine', 'smuggled_items'); ('coast guard', 'organization')","('coast guard', 'ecuador'); ('coast guard', 'speedboat')","('coast', 'coast guard'); ('coast guard', 'cocaine')","('1,000 kilograms of cocaine', 'speedboat'); ('ecuador', 'speedboat')"
205,1,3,2,1,2,2,"('florida', 'location')","('ice', 'person'); ('operation lost at sea', 'organization'); ('u.s. border patrol', 'person')","('ice', 'organization'); ('u.s. border patrol', 'organization')","('ice', 'u.s. border patrol')","('florida', 'operation lost at sea'); ('operation lost at sea', 'u.s. border patrol')","('florida', 'ice'); ('florida', 'u.s. border patrol')"
206,0,3,5,1,1,4,,"('amo', 'person'); ('jhoc', 'person'); ('san diego, calif', 'location')","('amo', 'organization'); ('california', 'location'); ('jhoc', 'organization'); ('san diego', 'location'); ('suspicious vessel', 'means_of_transportation')","('amo', 'jhoc')","('amo', 'san diego, calif')","('amo', 'suspicious vessel'); ('california', 'san diego'); ('jhoc', 'suspicious vessel'); ('san diego', 'suspicious vessel')"
207,1,1,1,1,0,0,"('24-foot bayliner pleasure craft', 'means_of_transportation')","('amo', 'person')","('amo', 'organization')","('24-foot bayliner pleasure craft', 'amo')",,
208,1,3,3,0,4,5,"('point loma', 'location')","('cbp marine interdiction agents', 'person'); ('mexican nationals', 'person'); ('panga', 'means_of_transportation')","('24 mexican nationals', 'person'); ('30-foot panga', 'means_of_transportation'); ('cbp marine interdiction agents', 'organization')",,"('cbp marine interdiction agents', 'mexican nationals'); ('cbp marine interdiction agents', 'panga'); ('mexican nationals', 'point loma'); ('panga', 'point loma')","('24 mexican nationals', '30-foot panga'); ('24 mexican nationals', 'cbp marine interdiction agents'); ('30-foot panga', 'cbp marine interdiction agents'); ('30-foot panga', 'point loma'); ('cbp marine interdiction agents', 'point loma')"
209,2,0,1,1,0,1,"('30-foot panga', 'means_of_transportation'); ('cbp aircraft', 'means_of_transportation')",,"('cbp', 'organization')","('30-foot panga', 'cbp aircraft')",,"('cbp', 'cbp aircraft')"
210,2,1,2,1,0,3,"('17 migrants', 'person'); ('panga', 'means_of_transportation')","('uscg', 'person')","('uscg', 'organization'); ('uscg vessel', 'means_of_transportation')","('17 migrants', 'panga')",,"('17 migrants', 'uscg vessel'); ('panga', 'uscg vessel'); ('uscg', 'uscg vessel')"
211,2,1,2,1,1,3,"('santa catalina island', 'location'); ('u.s. border patrol agents', 'person')","('mexican nationals', 'person')","('17 mexican nationals', 'person'); ('u.s. border patrol', 'organization')","('santa catalina island', 'u.s. border patrol agents')","('mexican nationals', 'u.s. border patrol agents')","('17 mexican nationals', 'santa catalina island'); ('17 mexican nationals', 'u.s. border patrol agents'); ('u.s. border patrol', 'u.s. border patrol agents')"
212,3,0,2,3,0,2,"('sheriff's deputies', 'person'); ('swami's beach', 'location'); ('u.s. border patrol agents', 'person')",,"('sheriff's department', 'organization'); ('u.s. border patrol', 'organization')","('sheriff's deputies', 'swami's beach'); ('sheriff's deputies', 'u.s. border patrol agents'); ('swami's beach', 'u.s. border patrol agents')",,"('sheriff's department', 'sheriff's deputies'); ('u.s. border patrol', 'u.s. border patrol agents')"
213,2,2,2,0,3,4,"('border patrol agents', 'person'); ('u.s.', 'location')","('mexican nationals', 'person'); ('nine passengers', 'person')","('nine mexican nationals', 'person'); ('u.s. border patrol', 'organization')",,"('border patrol agents', 'nine passengers'); ('mexican nationals', 'nine passengers'); ('nine passengers', 'u.s.')","('border patrol agents', 'nine mexican nationals'); ('border patrol agents', 'u.s.'); ('border patrol agents', 'u.s. border patrol'); ('nine mexican nationals', 'u.s.')"
214,7,0,2,6,0,19,"('el salvador', 'location'); ('guatemala', 'location'); ('homero zamorano, jr.', 'person'); ('honduras', 'location'); ('human smuggling organization', 'organization'); ('mexico', 'location'); ('united states', 'location')",,"('adults', 'person'); ('children', 'person')","('el salvador', 'human smuggling organization'); ('guatemala', 'human smuggling organization'); ('homero zamorano, jr.', 'human smuggling organization'); ('honduras', 'human smuggling organization'); ('human smuggling organization', 'mexico'); ('human smuggling organization', 'united states')",,"('adults', 'el salvador'); ('adults', 'guatemala'); ('adults', 'homero zamorano, jr.'); ('adults', 'honduras'); ('adults', 'human smuggling organization'); ('adults', 'mexico'); ('adults', 'united states'); ('children', 'el salvador'); ('children', 'guatemala'); ('children', 'homero zamorano, jr.'); ('children', 'honduras'); ('children', 'human smuggling organization'); ('children', 'mexico'); ('children', 'united states'); ('el salvador', 'homero zamorano, jr.'); ('guatemala', 'homero zamorano, jr.'); ('homero zamorano, jr.', 'honduras'); ('homero zamorano, jr.', 'mexico'); ('homero zamorano, jr.', 'united states')"
215,1,1,2,0,2,3,"('san antonio', 'location')","('defendant', 'person')","('48 migrants', 'person'); ('trailer', 'means_of_transportation')",,"('48 of the migrants', 'san antonio'); ('defendant', 'san antonio')","('48 migrants', 'san antonio'); ('48 migrants', 'trailer'); ('san antonio', 'trailer')"
216,0,0,3,0,0,3,,,"('FIFTEEN MIGRANTS', 'PERSON'); ('FIVE MIGRANTS', 'PERSON'); ('HOSPITALS', 'LOCATION')",,,"('FIFTEEN MIGRANTS', 'FIVE MIGRANTS'); ('FIFTEEN MIGRANTS', 'HOSPITALS'); ('FIVE MIGRANTS', 'HOSPITALS')"
217,2,1,1,0,2,3,"('laredo', 'location'); ('san antonio', 'location')","('highway', 'routes')","('highway between laredo and san antonio', 'route')",,"('highway', 'laredo'); ('highway', 'san antonio')","('highway between laredo and san antonio', 'laredo'); ('highway between laredo and san antonio', 'san antonio'); ('laredo', 'san antonio')"
218,1,2,3,0,2,6,"('jaquez', 'person')","('plaza in nuevo laredo', 'location'); ('truck', 'means_of_transportation')","('nuevo laredo', 'location'); ('plaza', 'location'); ('truck with trailer', 'means_of_transportation')",,"('jaquez', 'plaza in nuevo laredo'); ('jaquez', 'truck')","('jaquez', 'nuevo laredo'); ('jaquez', 'plaza'); ('jaquez', 'truck with trailer'); ('nuevo laredo', 'plaza'); ('nuevo laredo', 'truck with trailer'); ('plaza', 'truck with trailer')"
219,3,0,3,1,2,8,"('f-150', 'means_of_transportation'); ('jaquez', 'person'); ('trailer', 'means_of_transportation')",,"('third f-150 occupant', 'person'); ('truck', 'means_of_transportation'); ('two f-150 occupants', 'person')","('f-150', 'trailer')","('f-150', 'jaquez'); ('jaquez', 'trailer')","('f-150', 'third f-150 occupant'); ('f-150', 'truck'); ('f-150', 'two f-150 occupants'); ('jaquez', 'truck'); ('third f-150 occupant', 'truck'); ('third f-150 occupant', 'two f-150 occupants'); ('trailer', 'truck'); ('trailer', 'two f-150 occupants')"
220,2,1,1,1,1,2,"('jaquez', 'person'); ('trailer', 'means_of_transportation')","('aliens', 'person')","('four aliens', 'person')","('jaquez', 'trailer')","('aliens', 'jaquez')","('four aliens', 'jaquez'); ('four aliens', 'trailer')"
221,3,2,2,2,2,4,"('jaquez', 'person'); ('san antonio', 'location'); ('truck', 'means_of_transportation')","('border patrol', 'person'); ('checkpoints', 'location')","('border patrol', 'organization'); ('border patrol checkpoints', 'location')","('jaquez', 'san antonio'); ('jaquez', 'truck')","('border patrol', 'jaquez'); ('checkpoints', 'san antonio')","('border patrol', 'border patrol checkpoints'); ('border patrol checkpoints', 'jaquez'); ('border patrol checkpoints', 'truck'); ('san antonio', 'truck')"
222,0,3,5,0,2,6,,"('descargas', 'person'); ('jacquez', 'person'); ('whatsapp', 'means_of_communication')","('border patrol', 'organization'); ('border patrol checkpoints', 'location'); ('jaquez', 'person'); ('san antonio', 'location'); ('truck', 'means_of_transportation')",,"('descargas', 'jacquez'); ('jacquez', 'whatsapp')","('border patrol', 'border patrol checkpoints'); ('border patrol checkpoints', 'jaquez'); ('border patrol checkpoints', 'truck'); ('jaquez', 'san antonio'); ('jaquez', 'truck'); ('san antonio', 'truck')"
223,2,0,0,1,0,0,"('descargas', 'person'); ('jaquez', 'person')",,,"('descargas', 'jaquez')",,
224,2,1,1,2,0,1,"('abdullah yusuf', 'person'); ('flatbed trailer', 'means_of_transportation')","('interstate 35', 'routes')","('interstate 35', 'route')","('abdullah yusuf', 'flatbed trailer'); ('abdullah yusuf', 'interstate 35')",,"('flatbed trailer', 'interstate 35')"
225,2,1,0,1,1,0,"('brokerage company', 'organization'); ('yusuf', 'person')","('load', 'smuggled_items')",,"('brokerage company', 'yusuf')","('load', 'yusuf')",
226,2,1,2,2,0,4,"('laredo', 'location'); ('sai deshpande', 'person')","('auburn road', 'routes')","('auburn road', 'route'); ('pickup location', 'location')","('auburn road', 'sai deshpande'); ('laredo', 'sai deshpande')",,"('auburn road', 'laredo'); ('auburn road', 'pickup location'); ('laredo', 'pickup location'); ('pickup location', 'sai deshpande')"
227,5,1,1,4,1,6,"('dallas', 'location'); ('flying j', 'location'); ('loading dock', 'location'); ('trailer', 'means_of_transportation'); ('yusuf', 'person')","('bill of lading', 'smuggled_items')","('tractor', 'means_of_transportation')","('dallas', 'yusuf'); ('flying j', 'yusuf'); ('loading dock', 'yusuf'); ('trailer', 'yusuf')","('bill of lading', 'yusuf')","('dallas', 'tractor'); ('dallas', 'trailer'); ('flying j', 'tractor'); ('loading dock', 'trailer'); ('tractor', 'trailer'); ('tractor', 'yusuf')"
228,4,1,2,3,1,5,"('dallas', 'location'); ('north carolina', 'location'); ('usa trucking', 'organization'); ('yusuf', 'person')","('auburn road', 'location')","('auburn road', 'route'); ('trailer', 'means_of_transportation')","('auburn road', 'yusuf'); ('dallas', 'yusuf'); ('usa trucking', 'yusuf')","('north carolina', 'yusuf')","('auburn road', 'trailer'); ('dallas', 'north carolina'); ('north carolina', 'trailer'); ('trailer', 'usa trucking'); ('trailer', 'yusuf')"
229,1,1,1,0,1,1,"('united states', 'location')","('them', 'person')","('two smuggled individuals', 'person')",,"('them', 'united states')","('two smuggled individuals', 'united states')"
230,1,1,2,0,1,3,"('tractor', 'means_of_transportation')","('alien', 'person')","('one alien', 'person'); ('trailer', 'means_of_transportation')",,"('alien', 'tractor')","('one alien', 'tractor'); ('one alien', 'trailer'); ('tractor', 'trailer')"
231,1,0,1,0,1,1,"('truck', 'means_of_transportation')",,"('84 aliens', 'person')",,"('aliens', 'truck')","('84 aliens', 'truck')"
232,2,0,0,1,1,0,"('trailer', 'means_of_transportation'); ('yusuf', 'person')",,,"('trailer', 'yusuf')","('yusuf', 'yusuf')",
233,2,3,4,0,4,9,"('dallas', 'location'); ('trailer', 'means_of_transportation')","('bill of lading', 'smuggled_items'); ('he', 'person'); ('i-35', 'routes')","('i-35', 'route'); ('lot', 'location'); ('person working at the lot', 'person'); ('yusuf', 'person')",,"('bill of lading', 'he'); ('dallas', 'he'); ('he', 'i-35'); ('he', 'trailer')","('dallas', 'i-35'); ('dallas', 'trailer'); ('dallas', 'yusuf'); ('i-35', 'trailer'); ('i-35', 'yusuf'); ('lot', 'person working at the lot'); ('lot', 'yusuf'); ('person working at the lot', 'yusuf'); ('trailer', 'yusuf')"
234,0,1,2,0,1,1,,"('aliens', 'person')","('both aliens', 'person'); ('united states', 'location')",,"('aliens', 'united states')","('both aliens', 'united states')"
235,2,0,1,1,0,2,"('cantu silva', 'person'); ('united states', 'location')",,"('group of about ten individuals', 'person')","('cantu silva', 'united states')",,"('cantu silva', 'group of about ten individuals'); ('group of about ten individuals', 'united states')"
236,2,0,0,1,0,0,"('cantu silva', 'person'); ('truck', 'means_of_transportation')",,,"('cantu silva', 'truck')",,
237,2,1,2,0,2,5,"('cantu silva', 'person'); ('truck', 'means_of_transportation')","('truck driver', 'person')","('driver', 'person'); ('occupants', 'person')",,"('cantu silva', 'truck driver'); ('truck', 'truck driver')","('cantu silva', 'driver'); ('cantu silva', 'truck'); ('driver', 'occupants'); ('driver', 'truck'); ('occupants', 'truck')"
238,4,0,0,2,2,1,"('alien', 'person'); ('driver', 'person'); ('jefferson', 'person'); ('trailer', 'means_of_transportation')",,,"('alien', 'trailer'); ('driver', 'jefferson')","('alien', 'jefferson'); ('driver', 'trailer')","('alien', 'driver')"
239,2,1,2,3,0,2,"('cantu', 'person'); ('jefferson', 'person')","('illegal aliens', 'smuggled_items')","('illegal aliens', 'person'); ('individual', 'person')","('cantu', 'illegal aliens'); ('cantu', 'jefferson'); ('illegal aliens', 'jefferson')",,"('cantu', 'individual'); ('individual', 'jefferson')"
240,2,1,2,2,0,4,"('cantu', 'person'); ('jefferson', 'person')","('trailer', 'location')","('smugglers', 'person'); ('trailer', 'means_of_transportation')","('cantu', 'jefferson'); ('jefferson', 'trailer')",,"('cantu', 'smugglers'); ('cantu', 'trailer'); ('jefferson', 'smugglers'); ('smugglers', 'trailer')"
241,2,4,2,1,3,5,"('laredo, texas', 'location'); ('ponce flores', 'person')","('alien', 'person'); ('aliens', 'person'); ('allen', 'person'); ('allen smuggling', 'organization')","('border', 'location'); ('two aliens', 'person')","('laredo, texas', 'ponce flores')","('alien', 'alien'); ('alien', 'allen'); ('alien', 'ponce flores')","('border', 'laredo, texas'); ('border', 'ponce flores'); ('border', 'two aliens'); ('laredo, texas', 'two aliens'); ('ponce flores', 'two aliens')"
242,3,0,0,2,0,1,"('arizona', 'location'); ('ponce flores', 'person'); ('united states', 'location')",,,"('arizona', 'ponce flores'); ('ponce flores', 'united states')",,"('arizona', 'united states')"
243,4,1,2,4,0,7,"('china', 'location'); ('houston', 'location'); ('miss fu mei chen', 'person'); ('roadrunner inn', 'location')","('6865 southwest freeway', 'routes')","('6865 southwest freeway', 'route'); ('defendant', 'person')","('6865 southwest freeway', 'roadrunner inn'); ('china', 'miss fu mei chen'); ('houston', 'roadrunner inn'); ('miss fu mei chen', 'roadrunner inn')",,"('6865 southwest freeway', 'defendant'); ('6865 southwest freeway', 'houston'); ('6865 southwest freeway', 'miss fu mei chen'); ('defendant', 'houston'); ('defendant', 'miss fu mei chen'); ('defendant', 'roadrunner inn'); ('houston', 'miss fu mei chen')"
244,0,0,3,0,0,3,,,"('MOTEL', 'LOCATION'); ('ROOM 296', 'LOCATION'); ('ROOM 297', 'LOCATION')",,,"('MOTEL', 'ROOM 296'); ('MOTEL', 'ROOM 297'); ('ROOM 296', 'ROOM 297')"
245,0,0,2,0,0,1,,,"('MISS FU MEI CHEN', 'PERSON'); ('ROOM 297', 'LOCATION')",,,"('MISS FU MEI CHEN', 'ROOM 297')"
246,3,0,2,2,0,8,"('china', 'location'); ('miss fu mei chen', 'person'); ('united states', 'location')",,"('defendant', 'person'); ('others', 'person')","('china', 'miss fu mei chen'); ('miss fu mei chen', 'united states')",,"('china', 'defendant'); ('china', 'others'); ('china', 'united states'); ('defendant', 'miss fu mei chen'); ('defendant', 'others'); ('defendant', 'united states'); ('miss fu mei chen', 'others'); ('others', 'united states')"
247,2,0,1,1,0,2,"('defendant', 'person'); ('miss fu mei chen', 'person')",,"('smugglers', 'person')","('defendant', 'miss fu mei chen')",,"('defendant', 'smugglers'); ('miss fu mei chen', 'smugglers')"
248,1,3,5,0,4,11,"('roadrunner inn', 'location')","('another chinese national alien', 'person'); ('she', 'person'); ('smuggler', 'person')","('chinese national alien', 'person'); ('defendant', 'person'); ('miss fu mei chen', 'person'); ('smuggled alien', 'person'); ('smugglers', 'person')",,"('another chinese national alien', 'roadrunner inn'); ('another chinese national alien', 'she'); ('roadrunner inn', 'she'); ('she', 'smuggler')","('chinese national alien', 'defendant'); ('chinese national alien', 'smugglers'); ('defendant', 'miss fu mei chen'); ('defendant', 'roadrunner inn'); ('defendant', 'smuggled alien'); ('defendant', 'smugglers'); ('miss fu mei chen', 'roadrunner inn'); ('miss fu mei chen', 'smuggled alien'); ('miss fu mei chen', 'smugglers'); ('roadrunner inn', 'smuggled alien'); ('smuggled alien', 'smugglers')"
249,4,1,2,5,3,5,"('fu mei chen', 'person'); ('male alien', 'person'); ('roadrunner inn', 'location'); ('room 297', 'location')","('she', 'person')","('bathroom', 'location'); ('smugglers', 'person')","('fu mei chen', 'male alien'); ('fu mei chen', 'room 297'); ('male alien', 'roadrunner inn'); ('male alien', 'room 297'); ('roadrunner inn', 'room 297')","('fu mei chen', 'she'); ('roadrunner inn', 'she'); ('room 297', 'she')","('bathroom', 'fu mei chen'); ('bathroom', 'roadrunner inn'); ('bathroom', 'room 297'); ('fu mei chen', 'roadrunner inn'); ('fu mei chen', 'smugglers')"
250,2,0,2,2,0,4,"('fu mei chen', 'person'); ('ship', 'means_of_transportation')",,"('china', 'location'); ('guatemala', 'location')","('fu mei chen', 'ship'); ('guatemala', 'ship')",,"('china', 'fu mei chen'); ('china', 'guatemala'); ('china', 'ship'); ('fu mei chen', 'guatemala')"
251,0,3,3,0,2,3,,"('chinese females', 'person'); ('chinese males', 'person'); ('ship', 'location')","('13 chinese females', 'person'); ('200 chinese males', 'person'); ('ship', 'means_of_transportation')",,"('chinese females', 'ship'); ('chinese males', 'ship')","('13 chinese females', '200 chinese males'); ('13 chinese females', 'ship'); ('200 chinese males', 'ship')"
252,4,0,0,3,0,3,"('defendant', 'person'); ('larger ship', 'means_of_transportation'); ('ms. chen', 'person'); ('smaller boat', 'means_of_transportation')",,,"('defendant', 'larger ship'); ('defendant', 'ms. chen'); ('defendant', 'smaller boat')",,"('larger ship', 'ms. chen'); ('larger ship', 'smaller boat'); ('ms. chen', 'smaller boat')"
253,2,0,1,1,0,2,"('ms. chen', 'person'); ('smuggling organization', 'organization')",,"('united states', 'location')","('ms. chen', 'smuggling organization')",,"('ms. chen', 'united states'); ('smuggling organization', 'united states')"
254,3,0,2,4,0,4,"('defendant', 'person'); ('houston, texas', 'location'); ('united states', 'location')",,"('ms. chen', 'person'); ('organization', 'organization')","('defendant', 'houston, texas'); ('defendant', 'ms. chen'); ('houston, texas', 'ms. chen'); ('ms. chen', 'united states')",,"('defendant', 'organization'); ('houston, texas', 'organization'); ('ms. chen', 'organization'); ('organization', 'united states')"
255,4,0,0,5,0,1,"('defendant', 'person'); ('houston', 'location'); ('ms. chen', 'person'); ('sun suites motel', 'location')",,,"('defendant', 'houston'); ('defendant', 'ms. chen'); ('defendant', 'sun suites motel'); ('houston', 'ms. chen'); ('ms. chen', 'sun suites motel')",,"('houston', 'sun suites motel')"
256,1,1,2,1,1,2,"('ri-bioa yang', 'person')","('smuggling fee', 'smuggled_items')","('defendant', 'person'); ('family', 'person')","('defendant', 'ri-bioa yang')","('ri-bioa yang', 'smuggling fee')","('defendant', 'family'); ('family', 'ri-bioa yang')"
257,2,0,1,1,0,2,"('mr. yang', 'person'); ('united states', 'location')",,"('mr. yang's family', 'person')","('mr. yang', 'united states')",,"('mr. yang', 'mr. yang's family'); ('mr. yang's family', 'united states')"
258,0,0,2,0,0,1,,,"('DEFENDANT', 'PERSON'); ('MR. YANG', 'PERSON')",,,"('DEFENDANT', 'MR. YANG')"
259,3,2,1,2,6,4,"('contreras de velasquez', 'person'); ('female passenger', 'person'); ('victoria, texas', 'location')","('birth certificate', 'smuggled_items'); ('underthecated woman', 'person')","('undocumented woman', 'person')","('contreras de velasquez', 'female passenger'); ('contreras de velasquez', 'victoria, texas')","('birth certificate', 'female passenger'); ('birth certificate', 'underthecated woman'); ('birth certificate', 'victoria, texas'); ('contreras de velasquez', 'underthecated woman'); ('female passenger', 'underthecated woman'); ('underthecated woman', 'victoria, texas')","('contreras de velasquez', 'undocumented woman'); ('female passenger', 'undocumented woman'); ('female passenger', 'victoria, texas'); ('undocumented woman', 'victoria, texas')"
260,3,3,1,0,5,4,"('el paso, texas', 'location'); ('mexico', 'location'); ('united states', 'location')","('border', 'location'); ('he', 'person'); ('one mile', 'location')","('immigration officers', 'person')",,"('border', 'united states'); ('el paso, texas', 'he'); ('he', 'mexico'); ('he', 'one mile'); ('he', 'united states')","('el paso, texas', 'mexico'); ('el paso, texas', 'united states'); ('immigration officers', 'united states'); ('mexico', 'united states')"
261,2,1,1,0,2,3,"('el paso, texas', 'location'); ('juarez, mexico', 'location')","('he', 'person')","('united states', 'location')",,"('el paso, texas', 'he'); ('he', 'juarez, mexico')","('el paso, texas', 'juarez, mexico'); ('el paso, texas', 'united states'); ('juarez, mexico', 'united states')"
262,4,0,0,2,0,4,"('cano', 'person'); ('pickup truck', 'means_of_transportation'); ('undocumented mexican nationals', 'person'); ('united states', 'location')",,,"('cano', 'undocumented mexican nationals'); ('undocumented mexican nationals', 'united states')",,"('cano', 'pickup truck'); ('cano', 'united states'); ('pickup truck', 'undocumented mexican nationals'); ('pickup truck', 'united states')"
263,1,2,2,0,2,3,"('freeman', 'person')","('freeman's truck', 'means_of_transportation'); ('miriam edith rivera-quintero', 'person')","('ms. miriam edith rivera-quintero', 'person'); ('truck', 'means_of_transportation')",,"('freeman', 'miriam edith rivera-quintero'); ('freeman's truck', 'miriam edith rivera-quintero')","('freeman', 'ms. miriam edith rivera-quintero'); ('freeman', 'truck'); ('ms. miriam edith rivera-quintero', 'truck')"
264,1,0,1,1,0,0,"('ms. rivera-quintero', 'person')",,"('united states', 'location')","('ms. rivera-quintero', 'united states')",,
265,4,0,0,3,0,3,"('fm 2050', 'routes'); ('freeman', 'person'); ('houston', 'location'); ('laredo', 'location')",,,"('fm 2050', 'freeman'); ('freeman', 'houston'); ('freeman', 'laredo')",,"('fm 2050', 'houston'); ('fm 2050', 'laredo'); ('houston', 'laredo')"
